@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
829,'2019/09/19 21:52:41:550',4,-10458792,-10524329,-10524328,-9932703,-9669533,-9800861,-9997984,-10195105,-10326690,-10655914,-9800857,-9866653,-10064289,-10327461,-10064287,-9603735,-9866651,-10195357,-9866393,-9932188,-8287873,-8814476,-9341334,-9802142,-9670041,-9933211,-13881302,-13880529,-9537684,-9143187,-4011327,-6248293,-8025732,-8947344,-8353913,-10065045,-10064270,-8880517,-8156545,-8353929,-65538,-1906722,-6117735,-5396031,-4402691,-3744002,-4203779,-4925961,-6965283,-7691588,-1,-1051666,-5328477,-7566200,-6710101,-4601877,-4861708,-5913131,-6706761,-7101513,-1446165,-4932944,-7368059,-8816016,-8487052,-7566207,-12434881,-11644339,-7959942,-7499908,-6050908,-7630715,-8749967,-9671327,-9473950,-8816280,-8684180,-8749460,-7959946,-6188671,-8419975,-8815248,-9342106,-10329003,-8554909,-9541032,-10394028,-8749718,-7764108,-5533784,-9407387,-9604767,-8814997,-8355475,-8290711,-10330547,-12763591,-9144219,-6715525,-6859406,0.5
830,'2019/09/19 21:52:41:583',4,-10524074,-10524329,-10524329,-9997984,-9800606,-9866398,-9998240,-10195105,-10392228,-10721195,-9800602,-9866653,-10064289,-10392997,-10129824,-9603482,-9997723,-10195358,-9866138,-9931933,-8353155,-8814477,-9406871,-9867679,-9735577,-9998749,-13946840,-13946321,-9602965,-9208723,-4076607,-6313830,-8091270,-9143956,-9011854,-11249330,-11051175,-9208976,-8222085,-8419467,-65538,-1972258,-6183274,-6513497,-5324068,-4994594,-5060130,-6310453,-7494475,-7956576,-1,-1051667,-5328221,-6316632,-5325607,-3745804,-4335364,-4856839,-6439459,-6967597,-1576982,-4998226,-7368059,-8816016,-8421257,-6577756,-9668989,-10985117,-7959940,-7565445,-6050910,-7630716,-8815506,-9671328,-9539486,-8881816,-8683926,-8814741,-8025483,-6385281,-8485510,-8880529,-9407387,-10394284,-8554909,-9541034,-10394028,-8814999,-7829645,-5599321,-9407387,-9604767,-8880277,-8420755,-8421528,-10396084,-12894665,-9144220,-6780806,-6859662,0.5
831,'2019/09/19 21:52:41:617',4,-10524074,-10524329,-10524329,-9997984,-9800606,-9866398,-9998240,-10195105,-10392228,-10721195,-9800602,-9866653,-10064289,-10392997,-10129824,-9603482,-9997723,-10195358,-9866138,-9931933,-8353155,-8814477,-9406871,-9867679,-9735577,-9998749,-13946840,-13946321,-9602965,-9208723,-4076607,-6313830,-8091270,-9143956,-9011854,-11249330,-11051175,-9208976,-8222085,-8419467,-65538,-1972258,-6183274,-6513497,-5324068,-4994594,-5060130,-6310453,-7494475,-7956576,-1,-1051667,-5328221,-6316632,-5325607,-3745804,-4335364,-4856839,-6439459,-6967597,-1576982,-4998226,-7368059,-8816016,-8421257,-6577756,-9668989,-10985117,-7959940,-7565445,-6050910,-7630716,-8815506,-9671328,-9539486,-8881816,-8683926,-8814741,-8025483,-6385281,-8485510,-8880529,-9407387,-10394284,-8554909,-9541034,-10394028,-8814999,-7829645,-5599321,-9407387,-9604767,-8880277,-8420755,-8421528,-10396084,-12894665,-9144220,-6780806,-6859662,0.5
832,'2019/09/19 21:52:41:651',4,-10458792,-10458792,-10524327,-9997983,-9735069,-9800862,-9998239,-10195104,-10326690,-10655912,-9735321,-9801116,-9998752,-10327716,-10064287,-9603736,-9932443,-10195356,-9866393,-9866651,-8287618,-8748940,-9341334,-9867678,-9670041,-9933213,-13881560,-13881041,-9472148,-9143186,-4011070,-6248294,-8025734,-9078676,-8946573,-11183793,-11051431,-9209232,-8091268,-8354186,-65538,-1972258,-6117994,-7631990,-6444619,-5983812,-6970192,-8220257,-7759971,-7958385,-1,-1051666,-5262684,-5133115,-4140040,-2955522,-3809282,-4068866,-6043147,-6834715,-1446165,-4932944,-7302523,-8750478,-8224131,-5919816,-7562062,-9206384,-7894144,-7499906,-6050909,-7565180,-8749968,-9671326,-9539485,-8816278,-8618387,-8683923,-7894666,-6385792,-8419974,-8815247,-9342107,-10329001,-8489372,-9475497,-10328491,-8749717,-7829645,-5468248,-9472667,-9539232,-8814741,-8355475,-8355992,-10330547,-12829128,-9144220,-6649733,-6794125,0.5
833,'2019/09/19 21:52:41:689',4,-10458792,-10458792,-10524327,-9997983,-9735069,-9800862,-9998239,-10195104,-10326690,-10655912,-9735321,-9801116,-9998752,-10327716,-10064287,-9603736,-9932443,-10195356,-9866393,-9866651,-8287618,-8748940,-9341334,-9867678,-9670041,-9933213,-13881560,-13881041,-9472148,-9143186,-4011070,-6248294,-8025734,-9078676,-8946573,-11183793,-11051431,-9209232,-8091268,-8354186,-65538,-1972258,-6117994,-7631990,-6444619,-5983812,-6970192,-8220257,-7759971,-7958385,-1,-1051666,-5262684,-5133115,-4140040,-2955522,-3809282,-4068866,-6043147,-6834715,-1446165,-4932944,-7302523,-8750478,-8224131,-5919816,-7562062,-9206384,-7894144,-7499906,-6050909,-7565180,-8749968,-9671326,-9539485,-8816278,-8618387,-8683923,-7894666,-6385792,-8419974,-8815247,-9342107,-10329001,-8489372,-9475497,-10328491,-8749717,-7829645,-5468248,-9472667,-9539232,-8814741,-8355475,-8355992,-10330547,-12829128,-9144220,-6649733,-6794125,0.5
834,'2019/09/19 21:52:41:719',4,-10458792,-10458792,-10524327,-9997983,-9735069,-9800862,-9998239,-10195104,-10326690,-10655912,-9735321,-9801116,-9998752,-10327716,-10064287,-9603736,-9932443,-10195356,-9866393,-9866651,-8287618,-8748940,-9341334,-9867678,-9670041,-9933213,-13881560,-13881041,-9472148,-9143186,-4011070,-6248294,-8025734,-9078676,-8946573,-11183793,-11051431,-9209232,-8091268,-8354186,-65538,-1972258,-6117994,-7631990,-6444619,-5983812,-6970192,-8220257,-7759971,-7958385,-1,-1051666,-5262684,-5133115,-4140040,-2955522,-3809282,-4068866,-6043147,-6834715,-1446165,-4932944,-7302523,-8750478,-8224131,-5919816,-7562062,-9206384,-7894144,-7499906,-6050909,-7565180,-8749968,-9671326,-9539485,-8816278,-8618387,-8683923,-7894666,-6385792,-8419974,-8815247,-9342107,-10329001,-8489372,-9475497,-10328491,-8749717,-7829645,-5468248,-9472667,-9539232,-8814741,-8355475,-8355992,-10330547,-12829128,-9144220,-6649733,-6794125,0.5
835,'2019/09/19 21:52:41:774',4,-10458790,-10458792,-10458792,-9932448,-9735069,-9800861,-9998238,-10195105,-10326691,-10655913,-9735321,-9866652,-9998752,-10327716,-10064542,-9538200,-9866906,-10195356,-9800858,-9931931,-8222337,-8748940,-9341334,-9867678,-9670041,-9933212,-13881560,-13880786,-9472148,-9143187,-4011326,-6183014,-7960197,-9078674,-8881292,-11184050,-11116967,-9143951,-8091268,-8288648,-65538,-1972258,-6117992,-7960702,-6708822,-6247501,-7431516,-8681325,-7826537,-7958644,-1,-986130,-5262938,-4935733,-3942404,-2955522,-3677698,-3937794,-5911559,-6768920,-1446165,-4932944,-7302776,-8684940,-8092799,-5656899,-7035973,-8811111,-7828350,-7499904,-5985372,-7630715,-8749967,-9605790,-9473949,-8750740,-8618386,-8683921,-7894410,-6451328,-8354437,-8815247,-9276570,-10329003,-8554909,-9475241,-10262954,-8749718,-7829900,-5468248,-9407385,-9539231,-8814996,-8355475,-8290711,-10330545,-12829127,-9144475,-6649732,-6794126,0.5
836,'2019/09/19 21:52:41:803',4,-10458790,-10458792,-10458792,-9932448,-9735069,-9800861,-9998238,-10195105,-10326691,-10655913,-9735321,-9866652,-9998752,-10327716,-10064542,-9538200,-9866906,-10195356,-9800858,-9931931,-8222337,-8748940,-9341334,-9867678,-9670041,-9933212,-13881560,-13880786,-9472148,-9143187,-4011326,-6183014,-7960197,-9078674,-8881292,-11184050,-11116967,-9143951,-8091268,-8288648,-65538,-1972258,-6117992,-7960702,-6708822,-6247501,-7431516,-8681325,-7826537,-7958644,-1,-986130,-5262938,-4935733,-3942404,-2955522,-3677698,-3937794,-5911559,-6768920,-1446165,-4932944,-7302776,-8684940,-8092799,-5656899,-7035973,-8811111,-7828350,-7499904,-5985372,-7630715,-8749967,-9605790,-9473949,-8750740,-8618386,-8683921,-7894410,-6451328,-8354437,-8815247,-9276570,-10329003,-8554909,-9475241,-10262954,-8749718,-7829900,-5468248,-9407385,-9539231,-8814996,-8355475,-8290711,-10330545,-12829127,-9144475,-6649732,-6794126,0.5
837,'2019/09/19 21:52:41:837',4,-10524328,-10458792,-10459046,-9932447,-9669532,-9800860,-9932702,-10129823,-10326690,-10655913,-9735321,-9801371,-9998751,-10262179,-9999005,-9538199,-9866907,-10129820,-9800855,-9866650,-8222337,-8683659,-9275797,-9867677,-9604505,-9933211,-13881558,-13880784,-9472403,-9077907,-4011326,-6183013,-7960453,-9013394,-8881292,-11184049,-10986150,-9143951,-8091268,-8288647,-65538,-1906721,-6117991,-7500659,-6247494,-5852224,-6707274,-7891546,-7628639,-7892589,-1,-986129,-5197402,-5264957,-4272140,-2956291,-3809538,-4069122,-5977869,-6835229,-1446165,-4867407,-7302521,-8684941,-8224388,-5986123,-7957336,-9535864,-7828863,-7434370,-5985627,-7565178,-8684431,-9605790,-9473949,-8750997,-8553106,-8683921,-7894665,-6385537,-8354437,-8749712,-9276570,-10329000,-8554908,-9409960,-10262955,-8749718,-7764364,-5468248,-9407386,-9539231,-8749459,-8355475,-8290711,-10265009,-12829128,-9144218,-6649988,-6794125,0.5
838,'2019/09/19 21:52:41:876',4,-10524328,-10458792,-10459046,-9932447,-9669532,-9800860,-9932702,-10129823,-10326690,-10655913,-9735321,-9801371,-9998751,-10262179,-9999005,-9538199,-9866907,-10129820,-9800855,-9866650,-8222337,-8683659,-9275797,-9867677,-9604505,-9933211,-13881558,-13880784,-9472403,-9077907,-4011326,-6183013,-7960453,-9013394,-8881292,-11184049,-10986150,-9143951,-8091268,-8288647,-65538,-1906721,-6117991,-7500659,-6247494,-5852224,-6707274,-7891546,-7628639,-7892589,-1,-986129,-5197402,-5264957,-4272140,-2956291,-3809538,-4069122,-5977869,-6835229,-1446165,-4867407,-7302521,-8684941,-8224388,-5986123,-7957336,-9535864,-7828863,-7434370,-5985627,-7565178,-8684431,-9605790,-9473949,-8750997,-8553106,-8683921,-7894665,-6385537,-8354437,-8749712,-9276570,-10329000,-8554908,-9409960,-10262955,-8749718,-7764364,-5468248,-9407386,-9539231,-8749459,-8355475,-8290711,-10265009,-12829128,-9144218,-6649988,-6794125,0.5
839,'2019/09/19 21:52:41:917',4,-10458792,-10459047,-10458791,-9932703,-9669533,-9801116,-9932702,-10129824,-10261154,-10655913,-9735321,-9801116,-9933216,-10327716,-9999007,-9538199,-9866906,-10130075,-9800857,-9801114,-8222337,-8748940,-9275798,-9802141,-9604504,-9867675,-13881559,-13946321,-9472148,-9077905,-4011325,-6117477,-7960451,-9078674,-8881036,-11118512,-10985894,-9143694,-8091266,-8288647,-65538,-1906721,-6117991,-7171434,-5720631,-5325105,-5785655,-6969670,-7430740,-7891813,-1,-986129,-5262939,-5922638,-4865566,-3483405,-3876101,-4332035,-6110486,-6901798,-1446165,-4867407,-7237241,-8750479,-8290181,-6249043,-8747885,-10129546,-7828866,-7434371,-5985371,-7565178,-8684431,-9605790,-9408413,-8750998,-8553107,-8618386,-7894410,-6319998,-8419973,-8815246,-9342105,-10329002,-8489372,-9409961,-10262955,-8684181,-7764108,-5468503,-9407385,-9539230,-8749458,-8355475,-8290710,-10265010,-12763336,-9078937,-6649988,-6794126,0.5
1013,'2019/09/19 21:52:56:922',6,-9603475,-9603730,-9669265,-9142665,-8945028,-9076100,-9208198,-9339783,-9536649,-9800079,-8879745,-9011332,-9143433,-9472397,-9208968,-8682112,-9076610,-9405057,-9010045,-9075839,-7234919,-7827314,-8419709,-9012102,-8814207,-9077634,-13420745,-13354433,-8616059,-8155765,-3221545,-5195595,-6973033,-8091769,-8025204,-10394526,-10327700,-8222583,-7104105,-7366765,-1,-1248785,-5130829,-7171435,-7105385,-6512737,-9999766,-10854815,-6972259,-6643812,-1,-591367,-4275777,-6842727,-6580317,-5591336,-5853483,-5916971,-6312507,-7037781,-854280,-3946037,-6250078,-7698292,-7434864,-5987405,-8617568,-9471860,-6708809,-6839614,-5063746,-6512479,-7697523,-8684932,-8487299,-7763834,-7565685,-7630962,-6841449,-7104625,-7367531,-7828341,-8355458,-9408145,-7502209,-8553871,-9407376,-7762297,-7762299,-8553868,-8420738,-8618375,-7827834,-7368312,-6777205,-7828607,-8551558,-7696505,-7828351,-6191991,0
1014,'2019/09/19 21:52:56:956',6,-9603475,-9603730,-9669265,-9142665,-8945028,-9076100,-9208198,-9339783,-9536649,-9800079,-8879745,-9011332,-9143433,-9472397,-9208968,-8682112,-9076610,-9405057,-9010045,-9075839,-7234919,-7827314,-8419709,-9012102,-8814207,-9077634,-13420745,-13354433,-8616059,-8155765,-3221545,-5195595,-6973033,-8091769,-8025204,-10394526,-10327700,-8222583,-7104105,-7366765,-1,-1248785,-5130829,-7171435,-7105385,-6512737,-9999766,-10854815,-6972259,-6643812,-1,-591367,-4275777,-6842727,-6580317,-5591336,-5853483,-5916971,-6312507,-7037781,-854280,-3946037,-6250078,-7698292,-7434864,-5987405,-8617568,-9471860,-6708809,-6839614,-5063746,-6512479,-7697523,-8684932,-8487299,-7763834,-7565685,-7630962,-6841449,-7104625,-7367531,-7828341,-8355458,-9408145,-7502209,-8553871,-9407376,-7762297,-7762299,-8553868,-8420738,-8618375,-7827834,-7368312,-6777205,-7828607,-8551558,-7696505,-7828351,-6191991,0
1015,'2019/09/19 21:52:56:992',6,-9669010,-9669265,-9669266,-9077128,-8879493,-8945286,-9208199,-9339528,-9536650,-9865615,-8814209,-9011334,-9208970,-9472653,-9208967,-8682367,-9076610,-9405059,-9075582,-9075584,-7300455,-7761777,-8419710,-8946822,-8748929,-9077378,-13355209,-13354433,-8616057,-8155766,-3221546,-5195594,-6973032,-8091768,-8025205,-10394526,-10327701,-8222583,-7104104,-7367021,-1,-1248785,-5130829,-7171435,-7170922,-6512738,-10000021,-10855070,-7037795,-6643813,-1,-591367,-4275777,-6842982,-6120272,-5722409,-5984816,-5916460,-6247484,-6972245,-854280,-3945781,-6249822,-7698292,-7369070,-5855815,-9275502,-9472633,-6708808,-6708282,-5063746,-6578015,-7631988,-8684932,-8552836,-7763833,-7565940,-7696498,-6906986,-7039087,-7367275,-7828342,-8355458,-9408146,-7502209,-8488334,-9407377,-7762298,-7697018,-7963270,-8420483,-8618375,-7762555,-7368312,-6777206,-7894142,-8551557,-7696506,-7828351,-5929843,0
1016,'2019/09/19 21:52:57:024',6,-9669010,-9669265,-9669266,-9077128,-8879493,-8945286,-9208199,-9339528,-9536650,-9865615,-8814209,-9011334,-9208970,-9472653,-9208967,-8682367,-9076610,-9405059,-9075582,-9075584,-7300455,-7761777,-8419710,-8946822,-8748929,-9077378,-13355209,-13354433,-8616057,-8155766,-3221546,-5195594,-6973032,-8091768,-8025205,-10394526,-10327701,-8222583,-7104104,-7367021,-1,-1248785,-5130829,-7171435,-7170922,-6512738,-10000021,-10855070,-7037795,-6643813,-1,-591367,-4275777,-6842982,-6120272,-5722409,-5984816,-5916460,-6247484,-6972245,-854280,-3945781,-6249822,-7698292,-7369070,-5855815,-9275502,-9472633,-6708808,-6708282,-5063746,-6578015,-7631988,-8684932,-8552836,-7763833,-7565940,-7696498,-6906986,-7039087,-7367275,-7828342,-8355458,-9408146,-7502209,-8488334,-9407377,-7762298,-7697018,-7963270,-8420483,-8618375,-7762555,-7368312,-6777206,-7894142,-8551557,-7696506,-7828351,-5929843,0
1017,'2019/09/19 21:52:57:058',6,-9669010,-9669265,-9669266,-9077128,-8879493,-8945286,-9208199,-9339528,-9536650,-9865615,-8814209,-9011334,-9208970,-9472653,-9208967,-8682367,-9076610,-9405059,-9075582,-9075584,-7300455,-7761777,-8419710,-8946822,-8748929,-9077378,-13355209,-13354433,-8616057,-8155766,-3221546,-5195594,-6973032,-8091768,-8025205,-10394526,-10327701,-8222583,-7104104,-7367021,-1,-1248785,-5130829,-7171435,-7170922,-6512738,-10000021,-10855070,-7037795,-6643813,-1,-591367,-4275777,-6842982,-6120272,-5722409,-5984816,-5916460,-6247484,-6972245,-854280,-3945781,-6249822,-7698292,-7369070,-5855815,-9275502,-9472633,-6708808,-6708282,-5063746,-6578015,-7631988,-8684932,-8552836,-7763833,-7565940,-7696498,-6906986,-7039087,-7367275,-7828342,-8355458,-9408146,-7502209,-8488334,-9407377,-7762298,-7697018,-7963270,-8420483,-8618375,-7762555,-7368312,-6777206,-7894142,-8551557,-7696506,-7828351,-5929843,0
1018,'2019/09/19 21:52:57:092',6,-9669010,-9669011,-9669267,-9077129,-8879492,-8945285,-9142663,-9339784,-9471113,-9865871,-8879491,-8945796,-9208969,-9472397,-9208968,-8682367,-9076610,-9339778,-9010302,-9075839,-7234919,-7827315,-8354429,-9012358,-8814464,-9077636,-13355466,-13354433,-8616313,-8155765,-3221545,-5195594,-6973032,-8091768,-8025204,-10394526,-10327700,-8222584,-7169641,-7367022,-1,-1249041,-5130829,-7171436,-7170922,-6512995,-10000021,-10855070,-6972260,-6643814,-1,-591623,-4341314,-6842982,-5659455,-5656616,-5983017,-5850406,-6247223,-6972241,-854280,-3945782,-6250078,-7763830,-7303532,-5921351,-10329226,-9801858,-6709068,-6642490,-5063745,-6512478,-7697525,-8684934,-8487299,-7829370,-7565686,-7630962,-6841449,-7039087,-7433067,-7828342,-8355458,-9408145,-7502210,-8554126,-9407376,-7697018,-7762299,-7240832,-8420738,-8618375,-7762555,-7368312,-6777207,-7828606,-8551558,-7696507,-7828352,-5863791,0
1019,'2019/09/19 21:52:57:126',6,-9669010,-9669011,-9669267,-9077129,-8879492,-8945285,-9142663,-9339784,-9471113,-9865871,-8879491,-8945796,-9208969,-9472397,-9208968,-8682367,-9076610,-9339778,-9010302,-9075839,-7234919,-7827315,-8354429,-9012358,-8814464,-9077636,-13355466,-13354433,-8616313,-8155765,-3221545,-5195594,-6973032,-8091768,-8025204,-10394526,-10327700,-8222584,-7169641,-7367022,-1,-1249041,-5130829,-7171436,-7170922,-6512995,-10000021,-10855070,-6972260,-6643814,-1,-591623,-4341314,-6842982,-5659455,-5656616,-5983017,-5850406,-6247223,-6972241,-854280,-3945782,-6250078,-7763830,-7303532,-5921351,-10329226,-9801858,-6709068,-6642490,-5063745,-6512478,-7697525,-8684934,-8487299,-7829370,-7565686,-7630962,-6841449,-7039087,-7433067,-7828342,-8355458,-9408145,-7502210,-8554126,-9407376,-7697018,-7762299,-7240832,-8420738,-8618375,-7762555,-7368312,-6777207,-7828606,-8551558,-7696507,-7828352,-5863791,0
1020,'2019/09/19 21:52:57:160',6,-9603730,-9669266,-9669266,-9142664,-8879494,-9010823,-9142663,-9339784,-9471368,-9865616,-8945027,-8945797,-9208969,-9472654,-9208968,-8682367,-9076610,-9405060,-9010302,-9075841,-7300455,-7827313,-8354429,-9012358,-8749184,-9077636,-13420745,-13354689,-8616315,-8155766,-3221546,-5195594,-6973032,-8091768,-8025206,-10394527,-10327956,-8222584,-7169642,-7301742,-1,-1248785,-5130830,-7171436,-7105127,-6446943,-9605004,-10788762,-6972260,-6709605,-1,-591367,-4275777,-6777191,-5396277,-5130266,-6048031,-5850396,-6115364,-6971201,-854280,-3945780,-6250078,-7763829,-7369327,-6250328,-11777970,-10920347,-6907230,-6511942,-4998211,-6512478,-7697525,-8619652,-8487300,-7763834,-7631222,-7696499,-6906985,-6842478,-7367531,-7828342,-8355456,-9408145,-7567746,-8553870,-9407377,-7762553,-7762554,-6781305,-8420739,-8618376,-7827835,-7302776,-6842743,-7828607,-8551558,-7696505,-7828350,-5666921,0
1021,'2019/09/19 21:52:57:194',6,-9603730,-9669266,-9669266,-9142664,-8879494,-9010823,-9142663,-9339784,-9471368,-9865616,-8945027,-8945797,-9208969,-9472654,-9208968,-8682367,-9076610,-9405060,-9010302,-9075841,-7300455,-7827313,-8354429,-9012358,-8749184,-9077636,-13420745,-13354689,-8616315,-8155766,-3221546,-5195594,-6973032,-8091768,-8025206,-10394527,-10327956,-8222584,-7169642,-7301742,-1,-1248785,-5130830,-7171436,-7105127,-6446943,-9605004,-10788762,-6972260,-6709605,-1,-591367,-4275777,-6777191,-5396277,-5130266,-6048031,-5850396,-6115364,-6971201,-854280,-3945780,-6250078,-7763829,-7369327,-6250328,-11777970,-10920347,-6907230,-6511942,-4998211,-6512478,-7697525,-8619652,-8487300,-7763834,-7631222,-7696499,-6906985,-6842478,-7367531,-7828342,-8355456,-9408145,-7567746,-8553870,-9407377,-7762553,-7762554,-6781305,-8420739,-8618376,-7827835,-7302776,-6842743,-7828607,-8551558,-7696505,-7828350,-5666921,0
1022,'2019/09/19 21:52:57:228',6,-9603730,-9669266,-9669266,-9142664,-8879494,-9010823,-9142663,-9339784,-9471368,-9865616,-8945027,-8945797,-9208969,-9472654,-9208968,-8682367,-9076610,-9405060,-9010302,-9075841,-7300455,-7827313,-8354429,-9012358,-8749184,-9077636,-13420745,-13354689,-8616315,-8155766,-3221546,-5195594,-6973032,-8091768,-8025206,-10394527,-10327956,-8222584,-7169642,-7301742,-1,-1248785,-5130830,-7171436,-7105127,-6446943,-9605004,-10788762,-6972260,-6709605,-1,-591367,-4275777,-6777191,-5396277,-5130266,-6048031,-5850396,-6115364,-6971201,-854280,-3945780,-6250078,-7763829,-7369327,-6250328,-11777970,-10920347,-6907230,-6511942,-4998211,-6512478,-7697525,-8619652,-8487300,-7763834,-7631222,-7696499,-6906985,-6842478,-7367531,-7828342,-8355456,-9408145,-7567746,-8553870,-9407377,-7762553,-7762554,-6781305,-8420739,-8618376,-7827835,-7302776,-6842743,-7828607,-8551558,-7696505,-7828350,-5666921,0
1023,'2019/09/19 21:52:57:263',6,-9669267,-9603729,-9669265,-9142666,-8945029,-9010822,-9208200,-9339784,-9536650,-9865872,-8879746,-9011334,-9143689,-9472398,-9208967,-8682369,-9076867,-9405317,-9075840,-9010561,-7234919,-7827315,-8354428,-9012357,-8814464,-9077637,-13421001,-13419971,-8551035,-8156023,-3221545,-5195594,-6973033,-8092025,-7959925,-10394782,-10327700,-8157047,-7104106,-7367279,-1,-1249041,-5130830,-7171435,-6053706,-5854008,-7300684,-8746845,-7037787,-6775142,-1,-591623,-4276034,-6842983,-6514008,-6051899,-7496776,-5786419,-5852192,-6903851,-854280,-3946038,-6250077,-7698292,-7434863,-6513764,-11843767,-10920349,-6841444,-6381652,-5063746,-6512479,-7632243,-8684932,-8552835,-7829369,-7565685,-7696498,-6841449,-6776685,-7433066,-7763061,-8355457,-9473681,-7502209,-8553871,-9407376,-7762554,-7762554,-6649718,-8486019,-8618375,-7762298,-7368311,-6777206,-7828607,-8551558,-7696506,-7828352,-5666921,0
1024,'2019/09/19 21:52:57:296',6,-9669267,-9603729,-9669265,-9142666,-8945029,-9010822,-9208200,-9339784,-9536650,-9865872,-8879746,-9011334,-9143689,-9472398,-9208967,-8682369,-9076867,-9405317,-9075840,-9010561,-7234919,-7827315,-8354428,-9012357,-8814464,-9077637,-13421001,-13419971,-8551035,-8156023,-3221545,-5195594,-6973033,-8092025,-7959925,-10394782,-10327700,-8157047,-7104106,-7367279,-1,-1249041,-5130830,-7171435,-6053706,-5854008,-7300684,-8746845,-7037787,-6775142,-1,-591623,-4276034,-6842983,-6514008,-6051899,-7496776,-5786419,-5852192,-6903851,-854280,-3946038,-6250077,-7698292,-7434863,-6513764,-11843767,-10920349,-6841444,-6381652,-5063746,-6512479,-7632243,-8684932,-8552835,-7829369,-7565685,-7696498,-6841449,-6776685,-7433066,-7763061,-8355457,-9473681,-7502209,-8553871,-9407376,-7762554,-7762554,-6649718,-8486019,-8618375,-7762298,-7368311,-6777206,-7828607,-8551558,-7696506,-7828352,-5666921,0
1025,'2019/09/19 21:52:57:328',6,-9603730,-9669265,-9669265,-9077130,-8945029,-9010822,-9142920,-9340041,-9471370,-9865873,-8945027,-9011334,-9208969,-9537934,-9274505,-8682367,-9076868,-9405573,-9010561,-9076098,-7300455,-7761779,-8419965,-8946822,-8814720,-9012100,-13420745,-13354434,-8616573,-8156280,-3221546,-5195595,-6907497,-8092025,-7763056,-8882045,-9341569,-8090994,-7169641,-7367024,-1,-1248785,-5130830,-7171435,-6448471,-5262375,-6444075,-6508579,-6509359,-7103577,-1,-591367,-4341313,-6842727,-7039849,-8092276,-8682870,-5920084,-5722690,-6246949,-854280,-3945782,-6250077,-7763574,-7434607,-6579044,-11844022,-10920348,-6906724,-6250335,-5063746,-6578016,-7697526,-8684932,-8487298,-7829114,-7565685,-7696499,-6841451,-6842223,-7367530,-7828342,-8355457,-9408144,-7502210,-8554126,-9407378,-7762298,-7697017,-6715256,-8420738,-8618376,-7828090,-7302777,-6777207,-7828607,-8551558,-7696507,-7828096,-5667435,0
